seq_coast_tube_id,success,sample,tree,sample_type,lat,lon,distance_from_edge,distance_from_fence,fenced,fwd_filepath,rev_filepath,sra_bioproject,sra_study,sra_accession,sra_locatlon,collection_round,tube_id_year,seq_date,amplicon
175,SUCCESSFUL,epi_e5,e5,epiphyte,38.52389,-111.74969,135.087422589326,27.8234721321091,NA,./Data/Raw/4539_175_S175_R1_001.fastq.gz,./Data/Raw/4539_175_S175_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969907,38.52389 N 111.74969 W,2023,175_2023,2023,ITS2
176,SUCCESSFUL,epi_h4,h4,epiphyte,38.52346,-111.75186,37.6717316830122,26.6397480858893,NA,./Data/Raw/4539_176_S176_R1_001.fastq.gz,./Data/Raw/4539_176_S176_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969906,38.52346 N 111.75186 W,2023,176_2023,2023,ITS2
177,SUCCESSFUL,epi_g7,g7,epiphyte,38.52478,-111.75275,17.1583133723335,11.0628683798366,NA,./Data/Raw/4539_177_S177_R1_001.fastq.gz,./Data/Raw/4539_177_S177_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969905,38.52478 N 111.75275 W,2023,177_2023,2023,ITS2
178,WEAK,epi_b6,b6,epiphyte,38.5273,-111.74474,13.5031208669967,117.585310883744,NA,./Data/Raw/4539_178_S178_R1_001.fastq.gz,./Data/Raw/4539_178_S178_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969904,38.5273 N 111.74474 W,2023,178_2023,2023,ITS2
179,SUCCESSFUL,epi_a3,a3,epiphyte,38.52878,-111.74646,7.41793244265588,151.195399331342,NA,./Data/Raw/4539_179_S179_R1_001.fastq.gz,./Data/Raw/4539_179_S179_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969903,38.52878 N 111.74646 W,2023,179_2023,2023,ITS2
18,SUCCESSFUL,end_c4,c4,endophyte,38.52653,-111.74684,81.2703392623411,66.9697332242169,NA,./Data/Raw/4539_18_S17_R1_001.fastq.gz,./Data/Raw/4539_18_S17_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969979,38.52653 N 111.74684 W,2023,18_2023,2023,ITS2
180,FAILED,epi_j3,j3,epiphyte,38.526,-111.75226,32.8533135938851,76.3152746881771,NA,./Data/Raw/4539_180_S180_R1_001.fastq.gz,./Data/Raw/4539_180_S180_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969978,38.526 N 111.75226 W,2023,180_2023,2023,ITS2
181,SUCCESSFUL,epi_i4,i4,epiphyte,38.52433,-111.75139,90.1200315167614,80.1715024079563,NA,./Data/Raw/4539_181_S181_R1_001.fastq.gz,./Data/Raw/4539_181_S181_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969977,38.52433 N 111.75139 W,2023,181_2023,2023,ITS2
19,SUCCESSFUL,end_j6,j6,endophyte,38.52568,-111.75092,140.668330951895,165.476105479712,NA,./Data/Raw/4539_19_S18_R1_001.fastq.gz,./Data/Raw/4539_19_S18_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969976,38.52568 N 111.75092 W,2023,19_2023,2023,ITS2
2,SUCCESSFUL,end_b1,b1,endophyte,38.52785,-111.74683,84.0066659502382,43.4482280796851,NA,./Data/Raw/4539_2_S2_R1_001.fastq.gz,./Data/Raw/4539_2_S2_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969975,38.52785 N 111.74683 W,2023,2_2023,2023,ITS2
20,SUCCESSFUL,end_g5,g5,endophyte,38.52388,-111.75259,24.0819441135531,46.8128302816817,NA,./Data/Raw/4539_20_S19_R1_001.fastq.gz,./Data/Raw/4539_20_S19_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969974,38.52388 N 111.75259 W,2023,20_2023,2023,ITS2
21,SUCCESSFUL,end_j11,j11,endophyte,38.52531,-111.74893,160.359188032524,0.707198482121741,NA,./Data/Raw/4539_21_S20_R1_001.fastq.gz,./Data/Raw/4539_21_S20_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,#N/A,38.52531 N 111.74893 W,2023,21_2023,2023,ITS2
22,SUCCESSFUL,end_f2,f2,endophyte,38.52285,-111.7495,51.9404774546058,20.2051708865723,NA,./Data/Raw/4539_22_S21_R1_001.fastq.gz,./Data/Raw/4539_22_S21_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,#N/A,38.52285 N 111.7495 W,2023,22_2023,2023,ITS2
23,SUCCESSFUL,epi_a26,a26,epiphyte,38.52251,-111.75327,44.3972890360915,71.9199067223795,NA,./Data/Raw/4539_23_S22_R1_001.fastq.gz,./Data/Raw/4539_23_S22_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969973,38.52251 N 111.75327 W,2023,23_2023,2023,ITS2
24,SUCCESSFUL,epi_a5,a5,epiphyte,38.52876,-111.74717,52.8814159783465,139.267073060011,NA,./Data/Raw/4539_24_S23_R1_001.fastq.gz,./Data/Raw/4539_24_S23_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969972,38.52876 N 111.74717 W,2023,24_2023,2023,ITS2
25,SUCCESSFUL,end_a5,a5,endophyte,38.52876,-111.74717,52.8814159783465,139.267073060011,NA,./Data/Raw/4539_25_S24_R1_001.fastq.gz,./Data/Raw/4539_25_S24_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969971,38.52876 N 111.74717 W,2023,25_2023,2023,ITS2
26,SUCCESSFUL,end_a1,a1,endophyte,38.52928,-111.74569,1.34839380661979,230.707364710865,NA,./Data/Raw/4539_26_S25_R1_001.fastq.gz,./Data/Raw/4539_26_S25_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969970,38.52928 N 111.74569 W,2023,26_2023,2023,ITS2
27,SUCCESSFUL,end_j7,j7,endophyte,38.52549,-111.75053,180.672565472652,125.524742034472,NA,./Data/Raw/4539_27_S26_R1_001.fastq.gz,./Data/Raw/4539_27_S26_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969968,38.52549 N 111.75053 W,2023,27_2023,2023,ITS2
28,WEAK,end_f3,f3,endophyte,38.52322,-111.74998,81.2988044188747,13.7749189492098,NA,./Data/Raw/4539_28_S27_R1_001.fastq.gz,./Data/Raw/4539_28_S27_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969967,38.52322 N 111.74998 W,2023,28_2023,2023,ITS2
29,SUCCESSFUL,end_h6,h6,endophyte,38.52331,-111.75155,59.80237358207,2.99802621542214,NA,./Data/Raw/4539_29_S28_R1_001.fastq.gz,./Data/Raw/4539_29_S28_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969966,38.52331 N 111.75155 W,2023,29_2023,2023,ITS2
3,SUCCESSFUL,end_a4,a4,endophyte,38.52899,-111.74707,47.6793551743939,164.80219509425999,NA,./Data/Raw/4539_3_S3_R1_001.fastq.gz,./Data/Raw/4539_3_S3_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969965,38.52899 N 111.74707 W,2023,3_2023,2023,ITS2
30,SUCCESSFUL,end_k5,k5,endophyte,38.52975,-111.74677,11.1123645959828,250.805775613919,NA,./Data/Raw/4539_30_S29_R1_001.fastq.gz,./Data/Raw/4539_30_S29_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969964,38.52975 N 111.74677 W,2023,30_2023,2023,ITS2
31,SUCCESSFUL,end_c5,c5,endophyte,38.52682,-111.7472,109.859610109753,26.1772158116232,NA,./Data/Raw/4539_31_S30_R1_001.fastq.gz,./Data/Raw/4539_31_S30_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969963,38.52682 N 111.7472 W,2023,31_2023,2023,ITS2
32,SUCCESSFUL,epi_a6,a6,epiphyte,38.52836,-111.74717,65.2059261963707,94.770005547821,NA,./Data/Raw/4539_32_S31_R1_001.fastq.gz,./Data/Raw/4539_32_S31_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969962,38.52836 N 111.74717 W,2023,32_2023,2023,ITS2
33,SUCCESSFUL,end_k1,k1,endophyte,38.52937,-111.74583,4.29710625419978,233.716848380716,NA,./Data/Raw/4539_33_S32_R1_001.fastq.gz,./Data/Raw/4539_33_S32_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969961,38.52937 N 111.74583 W,2023,33_2023,2023,ITS2
34,SUCCESSFUL,end_d4,d4,endophyte,38.52588,-111.74762,98.37864508035,36.5219612755618,NA,./Data/Raw/4539_34_S33_R1_001.fastq.gz,./Data/Raw/4539_34_S33_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969960,38.52588 N 111.74762 W,2023,34_2023,2023,ITS2
35,SUCCESSFUL,end_a26,a26,endophyte,38.52251,-111.75327,44.3972890360915,71.9199067223795,NA,./Data/Raw/4539_35_S34_R1_001.fastq.gz,./Data/Raw/4539_35_S34_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969959,38.52251 N 111.75327 W,2023,35_2023,2023,ITS2
36,SUCCESSFUL,end_j4,j4,endophyte,38.52594,-111.75173,67.3382444841024,111.576251514937,NA,./Data/Raw/4539_36_S35_R1_001.fastq.gz,./Data/Raw/4539_36_S35_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970061,38.52594 N 111.75173 W,2023,36_2023,2023,ITS2
37,SUCCESSFUL,end_b4,b4,endophyte,38.52747,-111.74536,36.9718859748203,94.1812925094326,NA,./Data/Raw/4539_37_S36_R1_001.fastq.gz,./Data/Raw/4539_37_S36_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970060,38.52747 N 111.74536 W,2023,37_2023,2023,ITS2
38,SUCCESSFUL,end_g1,g1,endophyte,38.52312,-111.75191,25.1859320936865,1.51053718217305,NA,./Data/Raw/4539_38_S37_R1_001.fastq.gz,./Data/Raw/4539_38_S37_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970059,38.52312 N 111.75191 W,2023,38_2023,2023,ITS2
39,SUCCESSFUL,end_e4,e4,endophyte,38.52377,-111.74941,110.257524525243,54.4276971070293,NA,./Data/Raw/4539_39_S38_R1_001.fastq.gz,./Data/Raw/4539_39_S38_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,#N/A,38.52377 N 111.74941 W,2023,39_2023,2023,ITS2
4,SUCCESSFUL,end_h5,h5,endophyte,38.52337,-111.75168,50.378044275165,9.84086371478006,NA,./Data/Raw/4539_4_S4_R1_001.fastq.gz,./Data/Raw/4539_4_S4_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970058,38.52337 N 111.75168 W,2023,4_2023,2023,ITS2
40,SUCCESSFUL,epi_a19,a19,epiphyte,38.52452,-111.75043,175.564410840518,41.7770457642432,NA,./Data/Raw/4539_40_S39_R1_001.fastq.gz,./Data/Raw/4539_40_S39_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970057,38.52452 N 111.75043 W,2023,40_2023,2023,ITS2
41,SUCCESSFUL,end_f1,f1,endophyte,38.52244,-111.74895,17.3183171366556,28.5970758098236,NA,./Data/Raw/4539_41_S40_R1_001.fastq.gz,./Data/Raw/4539_41_S40_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970056,38.52244 N 111.74895 W,2023,41_2023,2023,ITS2
42,SUCCESSFUL,end_a7,a7,endophyte,38.52825,-111.74721,74.7546709324778,82.7923312077789,NA,./Data/Raw/4539_42_S41_R1_001.fastq.gz,./Data/Raw/4539_42_S41_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970055,38.52825 N 111.74721 W,2023,42_2023,2023,ITS2
43,SUCCESSFUL,end_a14,a14,endophyte,38.52655,-111.74905,125.172318318325,70.2642932871932,NA,./Data/Raw/4539_43_S42_R1_001.fastq.gz,./Data/Raw/4539_43_S42_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970054,38.52655 N 111.74905 W,2023,43_2023,2023,ITS2
44,FAILED,end_a23,a23,endophyte,38.52351,-111.75195,32.0869718191485,36.026580118934,NA,./Data/Raw/4539_44_S43_R1_001.fastq.gz,./Data/Raw/4539_44_S43_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970053,38.52351 N 111.75195 W,2023,44_2023,2023,ITS2
45,SUCCESSFUL,end_g2,g2,endophyte,38.5232,-111.7522,2.03793035509649,24.2439630688134,NA,./Data/Raw/4539_45_S44_R1_001.fastq.gz,./Data/Raw/4539_45_S44_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970052,38.5232 N 111.7522 W,2023,45_2023,2023,ITS2
46,FAILED,epi_e3,e3,epiphyte,38.52375,-111.74891,66.7138146874101,65.4895254641454,NA,./Data/Raw/4539_46_S45_R1_001.fastq.gz,./Data/Raw/4539_46_S45_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970050,38.52375 N 111.74891 W,2023,46_2023,2023,ITS2
47,SUCCESSFUL,epi_f3,f3,epiphyte,38.52322,-111.74998,81.2988044188747,13.7749189492098,NA,./Data/Raw/4539_47_S46_R1_001.fastq.gz,./Data/Raw/4539_47_S46_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970049,38.52322 N 111.74998 W,2023,47_2023,2023,ITS2
48,SUCCESSFUL,epi_h3,h3,epiphyte,38.52377,-111.75209,15.6767686272391,66.2998112216616,NA,./Data/Raw/4539_48_S47_R1_001.fastq.gz,./Data/Raw/4539_48_S47_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970048,38.52377 N 111.75209 W,2023,48_2023,2023,ITS2
49,SUCCESSFUL,end_a13,a13,endophyte,38.5268,-111.74903,99.8170960195759,56.5833477183092,NA,./Data/Raw/4539_49_S48_R1_001.fastq.gz,./Data/Raw/4539_49_S48_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970047,38.5268 N 111.74903 W,2023,49_2023,2023,ITS2
5,SUCCESSFUL,end_j2,j2,endophyte,38.5261,-111.75269,12.5551613936482,37.3274655826241,NA,./Data/Raw/4539_5_S5_R1_001.fastq.gz,./Data/Raw/4539_5_S5_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970046,38.5261 N 111.75269 W,2023,5_2023,2023,ITS2
50,SUCCESSFUL,end_g4,g4,endophyte,38.52343,-111.75285,42.0027214886805,9.34145658173151,NA,./Data/Raw/4539_50_S49_R1_001.fastq.gz,./Data/Raw/4539_50_S49_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970045,38.52343 N 111.75285 W,2023,50_2023,2023,ITS2
51,SUCCESSFUL,end_i5,i5,endophyte,38.52454,-111.75146,95.9831811571709,102.542766096005,NA,./Data/Raw/4539_51_S50_R1_001.fastq.gz,./Data/Raw/4539_51_S50_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970044,38.52454 N 111.75146 W,2023,51_2023,2023,ITS2
52,SUCCESSFUL,end_a3,a3,endophyte,38.52878,-111.74646,7.41793244265588,151.195399331342,NA,./Data/Raw/4539_52_S51_R1_001.fastq.gz,./Data/Raw/4539_52_S51_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970043,38.52878 N 111.74646 W,2023,52_2023,2023,ITS2
53,SUCCESSFUL,end_c3,c3,endophyte,38.52663,-111.74642,56.1227820268381,34.5600165124976,NA,./Data/Raw/4539_53_S52_R1_001.fastq.gz,./Data/Raw/4539_53_S52_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970042,38.52663 N 111.74642 W,2023,53_2023,2023,ITS2
54,SUCCESSFUL,epi_i3,i3,epiphyte,38.52399,-111.75126,90.3256336197081,44.1858777445491,NA,./Data/Raw/4539_54_S53_R1_001.fastq.gz,./Data/Raw/4539_54_S53_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970041,38.52399 N 111.75126 W,2023,54_2023,2023,ITS2
55,SUCCESSFUL,epi_j6,j6,epiphyte,38.52568,-111.75092,140.668330951895,165.476105479712,NA,./Data/Raw/4539_55_S54_R1_001.fastq.gz,./Data/Raw/4539_55_S54_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970039,38.52568 N 111.75092 W,2023,55_2023,2023,ITS2
56,SUCCESSFUL,epi_j7,j7,epiphyte,38.52549,-111.75053,180.672565472652,125.524742034472,NA,./Data/Raw/4539_56_S55_R1_001.fastq.gz,./Data/Raw/4539_56_S55_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970038,38.52549 N 111.75053 W,2023,56_2023,2023,ITS2
57,SUCCESSFUL,end_a24,a24,endophyte,38.52323,-111.75237,10.8390770455152,34.4159219066097,NA,./Data/Raw/4539_57_S56_R1_001.fastq.gz,./Data/Raw/4539_57_S56_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970037,38.52323 N 111.75237 W,2023,57_2023,2023,ITS2
58,SUCCESSFUL,end_i4,i4,endophyte,38.52433,-111.75139,90.1200315167614,80.1715024079563,NA,./Data/Raw/4539_58_S57_R1_001.fastq.gz,./Data/Raw/4539_58_S57_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970008,38.52433 N 111.75139 W,2023,58_2023,2023,ITS2
59,SUCCESSFUL,end_b3,b3,endophyte,38.52745,-111.74618,50.8407830826581,46.8147222866106,NA,./Data/Raw/4539_59_S58_R1_001.fastq.gz,./Data/Raw/4539_59_S58_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970007,38.52745 N 111.74618 W,2023,59_2023,2023,ITS2
6,SUCCESSFUL,end_a25,a25,endophyte,38.52282,-111.75266,28.5623467562198,8.60972621837471,NA,./Data/Raw/4539_6_S6_R1_001.fastq.gz,./Data/Raw/4539_6_S6_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970006,38.52282 N 111.75266 W,2023,6_2023,2023,ITS2
60,SUCCESSFUL,end_a21,a21,endophyte,38.5241,-111.75113,103.303171826823,46.4270191245313,NA,./Data/Raw/4539_60_S59_R1_001.fastq.gz,./Data/Raw/4539_60_S59_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970005,38.5241 N 111.75113 W,2023,60_2023,2023,ITS2
61,WEAK,epi_a24,a24,epiphyte,38.52323,-111.75237,10.8390770455152,34.4159219066097,NA,./Data/Raw/4539_61_S60_R1_001.fastq.gz,./Data/Raw/4539_61_S60_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970004,38.52323 N 111.75237 W,2023,61_2023,2023,ITS2
62,SUCCESSFUL,end_k2,k2,endophyte,38.52954,-111.74617,6.80631899890538,239.345057895359,NA,./Data/Raw/4539_62_S61_R1_001.fastq.gz,./Data/Raw/4539_62_S61_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970003,38.52954 N 111.74617 W,2023,62_2023,2023,ITS2
63,SUCCESSFUL,epi_h2,h2,epiphyte,38.52394,-111.75238,5.01761110558503,66.2314032351496,NA,./Data/Raw/4539_63_S62_R1_001.fastq.gz,./Data/Raw/4539_63_S62_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970002,38.52394 N 111.75238 W,2023,63_2023,2023,ITS2
64,SUCCESSFUL,epi_a29,a29,epiphyte,38.52161,-111.75378,97.0660429475422,171.270414777895,NA,./Data/Raw/4539_64_S63_R1_001.fastq.gz,./Data/Raw/4539_64_S63_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27970000,38.52161 N 111.75378 W,2023,64_2023,2023,ITS2
65,SUCCESSFUL,end_e2,e2,endophyte,38.52361,-111.74862,43.1730398618489,35.8394757677165,NA,./Data/Raw/4539_65_S64_R1_001.fastq.gz,./Data/Raw/4539_65_S64_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969999,38.52361 N 111.74862 W,2023,65_2023,2023,ITS2
67,SUCCESSFUL,epi_a17,a17,epiphyte,38.5255,-111.74918,188.498044241749,28.2696800217646,NA,./Data/Raw/4539_67_S66_R1_001.fastq.gz,./Data/Raw/4539_67_S66_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969998,38.5255 N 111.74918 W,2023,67_2023,2023,ITS2
68,SUCCESSFUL,epi_j10,j10,epiphyte,38.52538,-111.74939,192.998321947743,33.7561327261879,NA,./Data/Raw/4539_68_S67_R1_001.fastq.gz,./Data/Raw/4539_68_S67_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969997,38.52538 N 111.74939 W,2023,68_2023,2023,ITS2
69,SUCCESSFUL,epi_j2,j2,epiphyte,38.5261,-111.75269,12.5551613936482,37.3274655826241,NA,./Data/Raw/4539_69_S68_R1_001.fastq.gz,./Data/Raw/4539_69_S68_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969996,38.5261 N 111.75269 W,2023,69_2023,2023,ITS2
7,SUCCESSFUL,epi_j8,j8,epiphyte,38.52533,-111.7501,221.855199071618,84.9684719835822,NA,./Data/Raw/4539_7_S7_R1_001.fastq.gz,./Data/Raw/4539_7_S7_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,#N/A,38.52533 N 111.7501 W,2023,7_2023,2023,ITS2
70,WEAK,epi_h5,h5,epiphyte,38.52337,-111.75168,50.378044275165,9.84086371478006,NA,./Data/Raw/4539_70_S69_R1_001.fastq.gz,./Data/Raw/4539_70_S69_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969995,38.52337 N 111.75168 W,2023,70_2023,2023,ITS2
71,SUCCESSFUL,epi_a23,a23,epiphyte,38.52351,-111.75195,32.0869718191485,36.026580118934,NA,./Data/Raw/4539_71_S70_R1_001.fastq.gz,./Data/Raw/4539_71_S70_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969994,38.52351 N 111.75195 W,2023,71_2023,2023,ITS2
72,SUCCESSFUL,epi_a11,a11,epiphyte,38.52724,-111.74861,88.125119050915,7.6959377720891204,NA,./Data/Raw/4539_72_S71_R1_001.fastq.gz,./Data/Raw/4539_72_S71_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969993,38.52724 N 111.74861 W,2023,72_2023,2023,ITS2
73,SUCCESSFUL,end_g7,g7,endophyte,38.52478,-111.75275,17.1583133723335,11.0628683798366,NA,./Data/Raw/4539_73_S72_R1_001.fastq.gz,./Data/Raw/4539_73_S72_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969992,38.52478 N 111.75275 W,2023,73_2023,2023,ITS2
74,WEAK,epi_blank_1,NA,epiphyte,NA,NA,NA,NA,NA,./Data/Raw/4539_74_S73_R1_001.fastq.gz,./Data/Raw/4539_74_S73_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969991,NA,2023,74_2023,2023,ITS2
75,SUCCESSFUL,end_h3,h3,endophyte,38.52377,-111.75209,15.6767686272391,66.2998112216616,NA,./Data/Raw/4539_75_S74_R1_001.fastq.gz,./Data/Raw/4539_75_S74_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969989,38.52377 N 111.75209 W,2023,75_2023,2023,ITS2
76,SUCCESSFUL,epi_j4,j4,epiphyte,38.52594,-111.75173,67.3382444841024,111.576251514937,NA,./Data/Raw/4539_76_S75_R1_001.fastq.gz,./Data/Raw/4539_76_S75_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969988,38.52594 N 111.75173 W,2023,76_2023,2023,ITS2
77,SUCCESSFUL,epi_a25,a25,epiphyte,38.52282,-111.75266,28.5623467562198,8.60972621837471,NA,./Data/Raw/4539_77_S76_R1_001.fastq.gz,./Data/Raw/4539_77_S76_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969987,38.52282 N 111.75266 W,2023,77_2023,2023,ITS2
78,SUCCESSFUL,epi_g4,g4,epiphyte,38.52343,-111.75285,42.0027214886805,9.34145658173151,NA,./Data/Raw/4539_78_S77_R1_001.fastq.gz,./Data/Raw/4539_78_S77_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969986,38.52343 N 111.75285 W,2023,78_2023,2023,ITS2
79,SUCCESSFUL,epi_d2,d2,epiphyte,38.52595,-111.7478,115.285717655604,19.9451269036638,NA,./Data/Raw/4539_79_S78_R1_001.fastq.gz,./Data/Raw/4539_79_S78_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969985,38.52595 N 111.7478 W,2023,79_2023,2023,ITS2
8,SUCCESSFUL,epi_a7,a7,epiphyte,38.52825,-111.74721,74.7546709324778,82.7923312077789,NA,./Data/Raw/4539_8_S8_R1_001.fastq.gz,./Data/Raw/4539_8_S8_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969984,38.52825 N 111.74721 W,2023,8_2023,2023,ITS2
80,SUCCESSFUL,epi_g1,g1,epiphyte,38.52312,-111.75191,25.1859320936865,1.51053718217305,NA,./Data/Raw/4539_80_S79_R1_001.fastq.gz,./Data/Raw/4539_80_S79_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969983,38.52312 N 111.75191 W,2023,80_2023,2023,ITS2
81,SUCCESSFUL,end_i1,i1,endophyte,38.52363,-111.75106,105.649859428247,2.3263001257693,NA,./Data/Raw/4539_81_S80_R1_001.fastq.gz,./Data/Raw/4539_81_S80_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969982,38.52363 N 111.75106 W,2023,81_2023,2023,ITS2
82,SUCCESSFUL,epi_g5,g5,epiphyte,38.52388,-111.75259,24.0819441135531,46.8128302816817,NA,./Data/Raw/4539_82_S81_R1_001.fastq.gz,./Data/Raw/4539_82_S81_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969981,38.52388 N 111.75259 W,2023,82_2023,2023,ITS2
83,SUCCESSFUL,epi_k5,k5,epiphyte,38.52975,-111.74677,11.1123645959828,250.805775613919,NA,./Data/Raw/4539_83_S82_R1_001.fastq.gz,./Data/Raw/4539_83_S82_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,#N/A,38.52975 N 111.74677 W,2023,83_2023,2023,ITS2
84,SUCCESSFUL,epi_a4,a4,epiphyte,38.52899,-111.74707,47.6793551743939,164.80219509425999,NA,./Data/Raw/4539_84_S83_R1_001.fastq.gz,./Data/Raw/4539_84_S83_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969958,38.52899 N 111.74707 W,2023,84_2023,2023,ITS2
85,SUCCESSFUL,epi_i5,i5,epiphyte,38.52454,-111.75146,95.9831811571709,102.542766096005,NA,./Data/Raw/4539_85_S84_R1_001.fastq.gz,./Data/Raw/4539_85_S84_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969956,38.52454 N 111.75146 W,2023,85_2023,2023,ITS2
86,SUCCESSFUL,epi_a18,a18,epiphyte,38.5249,-111.7497,182.02986695824,29.2288137776338,NA,./Data/Raw/4539_86_S85_R1_001.fastq.gz,./Data/Raw/4539_86_S85_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969955,38.5249 N 111.7497 W,2023,86_2023,2023,ITS2
87,FAILED,epi_e2,e2,epiphyte,38.52361,-111.74862,43.1730398618489,35.8394757677165,NA,./Data/Raw/4539_87_S86_R1_001.fastq.gz,./Data/Raw/4539_87_S86_R2_ITS1.fastq.gz,PRJNA1076591,SRP489788,SRR27969954,38.52361 N 111.74862 W,2023,87_2023,2023,ITS2
